09:22:41.277 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [AUTH] success
09:22:50.038 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABH.N, vpSize 70304, data [ABH.N, ABH.N Corporation, USD, XNGS/NAS-GSM, 443]
09:22:50.243 [vpChangeThread1] INFO  i.v.vuu.client.swing.client.Worker - VP Range Change -> 0 to 141 
09:22:50.327 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [VP] Range Resp 0->141
09:22:50.404 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - [VP] updates 141 for user-0e81f2ed-192e-474f-b41a-b7d342615847 rowSize = 70304
09:22:50.405 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAA.L, vpSize 70304, data [AAA.L, AAA.L London PLC, USD, XLON/LSE-SETS, 633]
09:22:50.405 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAA.N, vpSize 70304, data [AAA.N, AAA.N Corporation, EUR, XNGS/NAS-GSM, 220]
09:22:50.405 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAA.OQ, vpSize 70304, data [AAA.OQ, AAA.OQ Co., EUR, XNYS/NYS-MAIN, 393]
09:22:50.405 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAA.AS, vpSize 70304, data [AAA.AS, AAA.AS B.V, GBX, XAMS/ENA-MAIN, 449]
09:22:50.405 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAB.L, vpSize 70304, data [AAB.L, AAB.L London PLC, GBX, XLON/LSE-SETS, 37]
09:22:50.405 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAB.N, vpSize 70304, data [AAB.N, AAB.N Corporation, CAD, XNGS/NAS-GSM, 38]
09:22:50.405 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAB.OQ, vpSize 70304, data [AAB.OQ, AAB.OQ Co., GBX, XNYS/NYS-MAIN, 286]
09:22:50.405 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAB.AS, vpSize 70304, data [AAB.AS, AAB.AS B.V, USD, XAMS/ENA-MAIN, 364]
09:22:50.405 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAC.L, vpSize 70304, data [AAC.L, AAC.L London PLC, EUR, XLON/LSE-SETS, 12]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAC.N, vpSize 70304, data [AAC.N, AAC.N Corporation, CAD, XNGS/NAS-GSM, 927]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAC.OQ, vpSize 70304, data [AAC.OQ, AAC.OQ Co., GBX, XNYS/NYS-MAIN, 559]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAC.AS, vpSize 70304, data [AAC.AS, AAC.AS B.V, CAD, XAMS/ENA-MAIN, 946]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAD.L, vpSize 70304, data [AAD.L, AAD.L London PLC, CAD, XLON/LSE-SETS, 363]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAD.N, vpSize 70304, data [AAD.N, AAD.N Corporation, CAD, XNGS/NAS-GSM, 696]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAD.OQ, vpSize 70304, data [AAD.OQ, AAD.OQ Co., EUR, XNYS/NYS-MAIN, 806]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAD.AS, vpSize 70304, data [AAD.AS, AAD.AS B.V, GBX, XAMS/ENA-MAIN, 44]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAE.L, vpSize 70304, data [AAE.L, AAE.L London PLC, GBX, XLON/LSE-SETS, 226]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAE.N, vpSize 70304, data [AAE.N, AAE.N Corporation, GBX, XNGS/NAS-GSM, 54]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAE.OQ, vpSize 70304, data [AAE.OQ, AAE.OQ Co., USD, XNYS/NYS-MAIN, 618]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAE.AS, vpSize 70304, data [AAE.AS, AAE.AS B.V, CAD, XAMS/ENA-MAIN, 643]
09:22:50.406 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAF.L, vpSize 70304, data [AAF.L, AAF.L London PLC, GBX, XLON/LSE-SETS, 690]
09:22:50.407 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAF.N, vpSize 70304, data [AAF.N, AAF.N Corporation, CAD, XNGS/NAS-GSM, 623]
09:22:50.407 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAF.OQ, vpSize 70304, data [AAF.OQ, AAF.OQ Co., USD, XNYS/NYS-MAIN, 167]
09:22:50.407 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAF.AS, vpSize 70304, data [AAF.AS, AAF.AS B.V, EUR, XAMS/ENA-MAIN, 410]
09:22:50.407 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAG.L, vpSize 70304, data [AAG.L, AAG.L London PLC, EUR, XLON/LSE-SETS, 928]
09:22:50.407 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAG.N, vpSize 70304, data [AAG.N, AAG.N Corporation, GBX, XNGS/NAS-GSM, 900]
09:22:50.407 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAG.OQ, vpSize 70304, data [AAG.OQ, AAG.OQ Co., CAD, XNYS/NYS-MAIN, 896]
09:22:50.407 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAG.AS, vpSize 70304, data [AAG.AS, AAG.AS B.V, USD, XAMS/ENA-MAIN, 934]
09:22:50.407 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAH.L, vpSize 70304, data [AAH.L, AAH.L London PLC, USD, XLON/LSE-SETS, 553]
09:22:50.407 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAH.N, vpSize 70304, data [AAH.N, AAH.N Corporation, EUR, XNGS/NAS-GSM, 879]
09:22:50.407 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAH.OQ, vpSize 70304, data [AAH.OQ, AAH.OQ Co., GBX, XNYS/NYS-MAIN, 943]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAH.AS, vpSize 70304, data [AAH.AS, AAH.AS B.V, GBX, XAMS/ENA-MAIN, 303]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAI.L, vpSize 70304, data [AAI.L, AAI.L London PLC, CAD, XLON/LSE-SETS, 430]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAI.N, vpSize 70304, data [AAI.N, AAI.N Corporation, EUR, XNGS/NAS-GSM, 628]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAI.OQ, vpSize 70304, data [AAI.OQ, AAI.OQ Co., CAD, XNYS/NYS-MAIN, 720]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAI.AS, vpSize 70304, data [AAI.AS, AAI.AS B.V, EUR, XAMS/ENA-MAIN, 478]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAJ.L, vpSize 70304, data [AAJ.L, AAJ.L London PLC, CAD, XLON/LSE-SETS, 759]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAJ.N, vpSize 70304, data [AAJ.N, AAJ.N Corporation, GBX, XNGS/NAS-GSM, 697]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAJ.OQ, vpSize 70304, data [AAJ.OQ, AAJ.OQ Co., EUR, XNYS/NYS-MAIN, 68]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAJ.AS, vpSize 70304, data [AAJ.AS, AAJ.AS B.V, GBX, XAMS/ENA-MAIN, 199]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAK.L, vpSize 70304, data [AAK.L, AAK.L London PLC, USD, XLON/LSE-SETS, 873]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAK.N, vpSize 70304, data [AAK.N, AAK.N Corporation, EUR, XNGS/NAS-GSM, 951]
09:22:50.408 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAK.OQ, vpSize 70304, data [AAK.OQ, AAK.OQ Co., EUR, XNYS/NYS-MAIN, 793]
09:22:50.409 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAK.AS, vpSize 70304, data [AAK.AS, AAK.AS B.V, USD, XAMS/ENA-MAIN, 382]
09:22:50.409 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAL.L, vpSize 70304, data [AAL.L, AAL.L London PLC, GBX, XLON/LSE-SETS, 578]
09:22:50.409 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAL.N, vpSize 70304, data [AAL.N, AAL.N Corporation, CAD, XNGS/NAS-GSM, 328]
09:22:50.409 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAL.OQ, vpSize 70304, data [AAL.OQ, AAL.OQ Co., EUR, XNYS/NYS-MAIN, 76]
09:22:50.409 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAL.AS, vpSize 70304, data [AAL.AS, AAL.AS B.V, CAD, XAMS/ENA-MAIN, 691]
09:22:50.409 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAM.L, vpSize 70304, data [AAM.L, AAM.L London PLC, GBX, XLON/LSE-SETS, 161]
09:22:50.409 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAM.N, vpSize 70304, data [AAM.N, AAM.N Corporation, CAD, XNGS/NAS-GSM, 57]
09:22:50.409 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAM.OQ, vpSize 70304, data [AAM.OQ, AAM.OQ Co., CAD, XNYS/NYS-MAIN, 201]
09:22:50.409 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAM.AS, vpSize 70304, data [AAM.AS, AAM.AS B.V, USD, XAMS/ENA-MAIN, 432]
09:22:50.409 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAN.L, vpSize 70304, data [AAN.L, AAN.L London PLC, USD, XLON/LSE-SETS, 80]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAN.N, vpSize 70304, data [AAN.N, AAN.N Corporation, CAD, XNGS/NAS-GSM, 903]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAN.OQ, vpSize 70304, data [AAN.OQ, AAN.OQ Co., EUR, XNYS/NYS-MAIN, 206]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAN.AS, vpSize 70304, data [AAN.AS, AAN.AS B.V, USD, XAMS/ENA-MAIN, 911]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAO.L, vpSize 70304, data [AAO.L, AAO.L London PLC, CAD, XLON/LSE-SETS, 356]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAO.N, vpSize 70304, data [AAO.N, AAO.N Corporation, EUR, XNGS/NAS-GSM, 211]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAO.OQ, vpSize 70304, data [AAO.OQ, AAO.OQ Co., CAD, XNYS/NYS-MAIN, 310]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAO.AS, vpSize 70304, data [AAO.AS, AAO.AS B.V, USD, XAMS/ENA-MAIN, 654]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAP.L, vpSize 70304, data [AAP.L, AAP.L London PLC, USD, XLON/LSE-SETS, 169]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAP.N, vpSize 70304, data [AAP.N, AAP.N Corporation, USD, XNGS/NAS-GSM, 408]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAP.OQ, vpSize 70304, data [AAP.OQ, AAP.OQ Co., GBX, XNYS/NYS-MAIN, 706]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAP.AS, vpSize 70304, data [AAP.AS, AAP.AS B.V, USD, XAMS/ENA-MAIN, 892]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAQ.L, vpSize 70304, data [AAQ.L, AAQ.L London PLC, EUR, XLON/LSE-SETS, 568]
09:22:50.410 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAQ.N, vpSize 70304, data [AAQ.N, AAQ.N Corporation, EUR, XNGS/NAS-GSM, 313]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAQ.OQ, vpSize 70304, data [AAQ.OQ, AAQ.OQ Co., USD, XNYS/NYS-MAIN, 607]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAQ.AS, vpSize 70304, data [AAQ.AS, AAQ.AS B.V, CAD, XAMS/ENA-MAIN, 451]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAR.L, vpSize 70304, data [AAR.L, AAR.L London PLC, GBX, XLON/LSE-SETS, 346]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAR.N, vpSize 70304, data [AAR.N, AAR.N Corporation, GBX, XNGS/NAS-GSM, 717]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAR.OQ, vpSize 70304, data [AAR.OQ, AAR.OQ Co., CAD, XNYS/NYS-MAIN, 404]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAR.AS, vpSize 70304, data [AAR.AS, AAR.AS B.V, GBX, XAMS/ENA-MAIN, 606]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAS.L, vpSize 70304, data [AAS.L, AAS.L London PLC, USD, XLON/LSE-SETS, 19]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAS.N, vpSize 70304, data [AAS.N, AAS.N Corporation, GBX, XNGS/NAS-GSM, 429]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAS.OQ, vpSize 70304, data [AAS.OQ, AAS.OQ Co., EUR, XNYS/NYS-MAIN, 170]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAS.AS, vpSize 70304, data [AAS.AS, AAS.AS B.V, GBX, XAMS/ENA-MAIN, 234]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAT.L, vpSize 70304, data [AAT.L, AAT.L London PLC, CAD, XLON/LSE-SETS, 202]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAT.N, vpSize 70304, data [AAT.N, AAT.N Corporation, USD, XNGS/NAS-GSM, 426]
09:22:50.411 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAT.OQ, vpSize 70304, data [AAT.OQ, AAT.OQ Co., EUR, XNYS/NYS-MAIN, 444]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAT.AS, vpSize 70304, data [AAT.AS, AAT.AS B.V, CAD, XAMS/ENA-MAIN, 134]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAU.L, vpSize 70304, data [AAU.L, AAU.L London PLC, GBX, XLON/LSE-SETS, 517]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAU.N, vpSize 70304, data [AAU.N, AAU.N Corporation, GBX, XNGS/NAS-GSM, 169]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAU.OQ, vpSize 70304, data [AAU.OQ, AAU.OQ Co., EUR, XNYS/NYS-MAIN, 750]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAU.AS, vpSize 70304, data [AAU.AS, AAU.AS B.V, USD, XAMS/ENA-MAIN, 676]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAV.L, vpSize 70304, data [AAV.L, AAV.L London PLC, CAD, XLON/LSE-SETS, 823]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAV.N, vpSize 70304, data [AAV.N, AAV.N Corporation, EUR, XNGS/NAS-GSM, 768]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAV.OQ, vpSize 70304, data [AAV.OQ, AAV.OQ Co., EUR, XNYS/NYS-MAIN, 856]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAV.AS, vpSize 70304, data [AAV.AS, AAV.AS B.V, GBX, XAMS/ENA-MAIN, 120]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAW.L, vpSize 70304, data [AAW.L, AAW.L London PLC, USD, XLON/LSE-SETS, 900]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAW.N, vpSize 70304, data [AAW.N, AAW.N Corporation, CAD, XNGS/NAS-GSM, 48]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAW.OQ, vpSize 70304, data [AAW.OQ, AAW.OQ Co., USD, XNYS/NYS-MAIN, 818]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAW.AS, vpSize 70304, data [AAW.AS, AAW.AS B.V, USD, XAMS/ENA-MAIN, 581]
09:22:50.412 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAX.L, vpSize 70304, data [AAX.L, AAX.L London PLC, GBX, XLON/LSE-SETS, 761]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAX.N, vpSize 70304, data [AAX.N, AAX.N Corporation, CAD, XNGS/NAS-GSM, 435]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAX.OQ, vpSize 70304, data [AAX.OQ, AAX.OQ Co., EUR, XNYS/NYS-MAIN, 407]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAX.AS, vpSize 70304, data [AAX.AS, AAX.AS B.V, GBX, XAMS/ENA-MAIN, 269]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAY.L, vpSize 70304, data [AAY.L, AAY.L London PLC, EUR, XLON/LSE-SETS, 774]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAY.N, vpSize 70304, data [AAY.N, AAY.N Corporation, USD, XNGS/NAS-GSM, 44]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAY.OQ, vpSize 70304, data [AAY.OQ, AAY.OQ Co., EUR, XNYS/NYS-MAIN, 828]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAY.AS, vpSize 70304, data [AAY.AS, AAY.AS B.V, EUR, XAMS/ENA-MAIN, 767]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAZ.L, vpSize 70304, data [AAZ.L, AAZ.L London PLC, EUR, XLON/LSE-SETS, 637]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAZ.N, vpSize 70304, data [AAZ.N, AAZ.N Corporation, GBX, XNGS/NAS-GSM, 44]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAZ.OQ, vpSize 70304, data [AAZ.OQ, AAZ.OQ Co., USD, XNYS/NYS-MAIN, 647]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key AAZ.AS, vpSize 70304, data [AAZ.AS, AAZ.AS B.V, USD, XAMS/ENA-MAIN, 312]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABA.L, vpSize 70304, data [ABA.L, ABA.L London PLC, GBX, XLON/LSE-SETS, 914]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABA.N, vpSize 70304, data [ABA.N, ABA.N Corporation, CAD, XNGS/NAS-GSM, 568]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABA.OQ, vpSize 70304, data [ABA.OQ, ABA.OQ Co., EUR, XNYS/NYS-MAIN, 66]
09:22:50.413 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABA.AS, vpSize 70304, data [ABA.AS, ABA.AS B.V, CAD, XAMS/ENA-MAIN, 325]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABB.L, vpSize 70304, data [ABB.L, ABB.L London PLC, EUR, XLON/LSE-SETS, 322]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABB.N, vpSize 70304, data [ABB.N, ABB.N Corporation, USD, XNGS/NAS-GSM, 126]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABB.OQ, vpSize 70304, data [ABB.OQ, ABB.OQ Co., GBX, XNYS/NYS-MAIN, 351]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABB.AS, vpSize 70304, data [ABB.AS, ABB.AS B.V, CAD, XAMS/ENA-MAIN, 524]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABC.L, vpSize 70304, data [ABC.L, ABC.L London PLC, EUR, XLON/LSE-SETS, 686]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABC.N, vpSize 70304, data [ABC.N, ABC.N Corporation, CAD, XNGS/NAS-GSM, 751]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABC.OQ, vpSize 70304, data [ABC.OQ, ABC.OQ Co., CAD, XNYS/NYS-MAIN, 283]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABC.AS, vpSize 70304, data [ABC.AS, ABC.AS B.V, CAD, XAMS/ENA-MAIN, 888]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABD.L, vpSize 70304, data [ABD.L, ABD.L London PLC, EUR, XLON/LSE-SETS, 895]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABD.N, vpSize 70304, data [ABD.N, ABD.N Corporation, USD, XNGS/NAS-GSM, 107]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABD.OQ, vpSize 70304, data [ABD.OQ, ABD.OQ Co., GBX, XNYS/NYS-MAIN, 269]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABD.AS, vpSize 70304, data [ABD.AS, ABD.AS B.V, GBX, XAMS/ENA-MAIN, 308]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABE.L, vpSize 70304, data [ABE.L, ABE.L London PLC, EUR, XLON/LSE-SETS, 137]
09:22:50.414 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABE.N, vpSize 70304, data [ABE.N, ABE.N Corporation, GBX, XNGS/NAS-GSM, 730]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABE.OQ, vpSize 70304, data [ABE.OQ, ABE.OQ Co., USD, XNYS/NYS-MAIN, 509]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABE.AS, vpSize 70304, data [ABE.AS, ABE.AS B.V, USD, XAMS/ENA-MAIN, 852]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABF.L, vpSize 70304, data [ABF.L, ABF.L London PLC, EUR, XLON/LSE-SETS, 50]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABF.N, vpSize 70304, data [ABF.N, ABF.N Corporation, CAD, XNGS/NAS-GSM, 943]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABF.OQ, vpSize 70304, data [ABF.OQ, ABF.OQ Co., GBX, XNYS/NYS-MAIN, 95]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABF.AS, vpSize 70304, data [ABF.AS, ABF.AS B.V, GBX, XAMS/ENA-MAIN, 937]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABG.L, vpSize 70304, data [ABG.L, ABG.L London PLC, USD, XLON/LSE-SETS, 377]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABG.N, vpSize 70304, data [ABG.N, ABG.N Corporation, GBX, XNGS/NAS-GSM, 917]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABG.OQ, vpSize 70304, data [ABG.OQ, ABG.OQ Co., EUR, XNYS/NYS-MAIN, 703]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABG.AS, vpSize 70304, data [ABG.AS, ABG.AS B.V, CAD, XAMS/ENA-MAIN, 243]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABH.L, vpSize 70304, data [ABH.L, ABH.L London PLC, USD, XLON/LSE-SETS, 785]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABH.N, vpSize 70304, data [ABH.N, ABH.N Corporation, USD, XNGS/NAS-GSM, 443]
09:22:50.415 [clientDequeThread1] INFO  i.v.vuu.client.swing.client.Worker - ROW: key ABH.OQ, vpSize 70304, data [ABH.OQ, ABH.OQ Co., USD, XNYS/NYS-MAIN, 693]
